video_id,seat_id,is_error,run_length
video_0011_0_10_20251014111645_20251014112734,6,True,3
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,3
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,4
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,5
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,3
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,3
video_0011_0_10_20251014111645_20251014112734,6,True,4
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,4
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,3
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,3
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,2
video_0011_0_10_20251014111645_20251014112734,6,True,3
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,6,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,2
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,5
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,7,True,1
video_0011_0_10_20251014111645_20251014112734,8,True,2
video_0011_0_10_20251014111645_20251014112734,8,True,1
video_0011_0_10_20251014111645_20251014112734,8,True,1
video_0011_0_10_20251014111645_20251014112734,8,True,1
video_0011_0_10_20251014111645_20251014112734,8,True,1
video_0011_0_10_20251014111645_20251014112734,8,True,2
video_0011_0_10_20251014111645_20251014112734,8,True,1
video_0011_0_10_20251014111645_20251014112734,8,True,3
video_0011_0_10_20251014111645_20251014112734,10,True,1
video_0011_0_10_20251014111645_20251014112734,10,True,1
video_0011_0_10_20251014111645_20251014112734,11,True,1
video_0011_0_10_20251014111645_20251014112734,11,True,1
video_0011_0_10_20251014111645_20251014112734,11,True,3
video_0011_0_10_20251014111645_20251014112734,11,True,4
video_0011_0_10_20251014111645_20251014112734,12,True,4
video_0011_0_10_20251014111645_20251014112734,12,True,2
video_0011_0_10_20251014111645_20251014112734,12,True,1
video_0011_0_10_20251014111645_20251014112734,12,True,1
video_0011_0_10_20251014111645_20251014112734,12,True,2
video_0011_0_10_20251014111645_20251014112734,17,True,2
video_0011_0_10_20251014111645_20251014112734,17,True,1
video_0011_0_10_20251014111645_20251014112734,17,True,1
video_0011_0_10_20251014111645_20251014112734,17,True,1
video_0011_0_10_20251014111645_20251014112734,17,True,1
